4000 0.3
40000 0.18
3000 9.6
1 9.92044
1 9.9008
1 9.87798
1 9.8187
1 9.78972
1 9.80279
1 9.81484
1 9.91176
1 9.80583
1 9.88507
1 9.9213
1 9.93933
1 9.9177
1 9.8638
1 9.76721
1 9.69546
1 9.92675
1 9.68456
1 9.88931
1 9.86245
1 9.9242
1 9.86659
1 9.9373
1 9.84629
1 9.83201
1 9.93877
1 9.90871
1 9.94191
1 9.8358
1 9.88587
1 9.92683
1 9.8677
1 9.85243
1 9.86913
1 9.94016
1 9.85197
1 9.9371
1 9.94421
1 9.8271
1 9.9234
1 9.86477
1 9.91835
1 9.89604
1 9.92697
1 9.89277
1 9.80044
1 9.74544
1 9.9027
1 9.79503
1 9.94449
1 8.87398
1 8.88863
1 9.61335
1 9.15644
1 9.07291
1 9.36295
1 9.00255
1 9.37501
1 9.53479
1 9.45798
1 9.14381
1 9.03816
1 8.83037
1 9.16996
1 9.70345
1 9.51017
1 9.28405
1 8.44278
1 8.12919
1 9.59341
1 9.66192
1 9.36155
1 8.72802
1 9.58697
1 8.99753
1 9.6097
1 9.20652
1 8.9596
1 9.01334
1 8.74529
1 8.94422
1 8.79822
1 9.20244
1 9.12488
1 9.22619
1 9.37924
1 9.21023
1 9.07399
1 9.55258
1 8.95605
1 9.65356
1 9.29556
1 8.88341
1 9.27722
1 9.40989
1 9.49186
1 9.24183
1 8.50737
1 8.85148
1 9.19419
1 9.96954
1 10.4799
1 10.1848
1 10.4402
1 10.1816
1 10.4356
1 10.3332
1 10.5811
1 10.3504
1 10.6392
1 10.6718
1 10.4724
1 10.5483
1 10.4474
1 10.4916
1 10.3854
1 10.4824
1 10.2144
1 10.5501
1 10.6594
1 10.7286
1 10.1206
1 10.392
1 10.0026
1 10.6144
1 10.3444
1 10.5233
1 10.8411
1 10.6774
1 10.511
1 10.5937
1 10.4841
1 10.6168
1 10.7401
1 10.6606
1 10.4944
1 10.7601
1 10.7795
1 10.567
1 10.6888
1 10.625
1 10.7735
1 10.1307
1 10.7055
1 10.5533
1 10.6433
1 10.6118
1 10.6473
1 10.7558
1 10.6955
1 7.72887
1 7.80962
1 8.3569
1 8.08414
1 7.42947
1 8.5312
1 9.04934
1 8.49559
1 8.66609
1 8.24501
1 8.25383
1 8.41916
1 8.21903
1 8.22504
1 8.01471
1 8.88876
1 8.462
1 7.40384
1 7.13279
1 8.07381
1 9.13045
1 8.63513
1 8.30976
1 7.83994
1 7.92314
1 9.28
1 8.85635
1 8.8449
1 8.28887
1 8.32499
1 8.08666
1 8.48271
1 8.50423
1 9.02734
1 9.00366
1 9.4887
1 8.63386
1 9.13579
1 9.10286
1 8.77738
1 9.59962
1 8.99207
1 9.01163
1 8.6217
1 9.23678
1 9.68799
1 8.83087
1 8.50759
1 8.80769
1 9.50961
1 8.74841
1 9.76122
1 9.81463
1 10.1867
1 10.1673
1 8.88411
1 10.5086
1 8.66442
1 9.78902
1 9.43442
1 10.1984
1 10.0719
1 9.29157
1 10.3336
1 10.3916
1 9.92672
1 10.2594
1 9.70144
1 10.6655
1 10.0267
1 9.65587
1 9.3439
1 10.7989
1 10.9116
1 10.5641
