4000 0.3
40000 0.18
3000 9.6
1 9.948
1 9.94717
1 9.94461
1 9.948
1 9.94788
1 9.948
1 9.94604
2 9.948
1 9.94694
1 9.94754
11 9.948
1 9.94718
3 9.948
1 9.94751
1 9.94794
2 9.948
1 9.94759
3 9.948
1 9.94773
4 9.948
1 9.94756
1 9.94787
1 9.948
1 9.94787
1 9.948
1 9.94787
1 9.94771
1 9.94787
1 9.94778
2 9.948
1 8.22374
1 9.32469
1 9.67833
1 8.57981
1 9.09934
1 9.5693
1 9.25371
1 9.58177
1 9.13968
1 9.73394
1 9.20019
1 9.23828
1 9.39919
1 9.25617
1 8.76092
1 8.64877
1 9.4101
1 9.07337
1 8.82313
1 9.90776
1 9.34542
1 8.99383
1 8.69184
1 8.81415
1 9.32193
1 9.31651
1 9.67087
1 9.55948
1 8.78831
1 8.71829
1 9.92523
1 9.44166
1 9.40083
1 8.54332
1 9.49103
1 9.3433
1 9.32929
1 9.36798
1 9.81219
1 8.52328
1 9.34138
1 7.79059
1 9.85194
1 9.8057
1 9.92361
1 9.44325
1 8.81119
1 9.06674
1 9.65102
1 9.90257
1 9.28379
1 9.92753
1 9.78526
1 9.96696
1 9.72804
1 9.78089
1 9.20093
1 9.70114
1 10.0294
1 9.97527
1 9.71226
1 9.5283
1 9.48894
1 9.89998
1 9.58652
1 9.86351
1 9.45165
1 9.85
1 9.65253
1 9.75551
1 9.96241
1 9.65663
1 9.67654
1 10.0282
1 9.94734
1 9.49885
1 10.0255
1 9.90961
1 10.0161
1 9.61226
1 9.92488
1 9.82046
1 9.90738
1 9.8211
1 9.85399
1 9.74635
1 9.82492
1 10.0272
1 9.96466
1 9.90927
1 9.93509
1 9.78625
1 9.51221
1 9.75843
1 9.53168
1 9.67098
1 9.95613
1 9.90328
1 9.89307
1 9.80529
1 9.06812
1 9.42957
1 9.71481
1 9.01354
1 9.36444
1 9.39941
1 9.54547
1 9.51475
1 9.39494
1 9.7912
1 9.68559
1 9.39252
1 9.41773
1 9.3666
1 9.26757
1 9.1167
1 8.9185
1 9.32366
1 9.68987
1 9.55576
1 8.66464
1 9.04747
1 9.43644
1 9.28898
1 9.47711
1 9.39408
1 9.18901
1 9.55277
1 9.45108
1 9.63837
1 9.93841
1 9.60124
1 9.67564
1 9.39143
1 9.87866
1 9.33559
1 9.81133
1 9.85929
1 9.14977
1 9.27117
1 9.33625
1 9.39735
1 9.28847
1 9.30982
1 9.41543
1 9.55658
1 9.41203
1 9.84649
1 8.97177
1 9.72929
1 9.49022
1 9.3383
1 9.89587
1 9.58646
1 9.41984
1 9.28652
1 8.81689
1 9.89628
1 10.0747
1 9.73491
1 9.48271
1 9.70439
1 9.03346
1 9.60259
1 9.55189
1 9.2785
1 9.63899
1 9.5062
1 9.39151
1 9.93588
1 9.92708
1 9.86932
1 9.56706
1 10.3285
1 9.85431
1 9.91801
1 10.271
1 9.68677
1 10.2234
1 10.1343
1 9.85246
1 9.98818
1 9.56945
1 9.7877
1 10.2839
1 9.54474
1 10.2991
1 10.0701
1 9.91898
1 9.67287
1 10.225
1 9.58375
1 9.39266
1 9.98764
1 9.20003
1 9.80672
1 10.1135
